date,contest_number,word,number_of_reported_results,number_in_hard_mode,1_try,2_tries,3_tries,4_tries,5_tries,6_tries,7_or_more_tries_x,sum,num_rare_letters,starts_with_vowel,ends_with_vowel,num_consonants,contains_y,has_double_letter,max_consecutive_vowels,max_consecutive_consonants,scrabble_score,letter_entropy,position_rarity,keyboard_distance,hamming_neighbors,has_common_suffix,has_common_prefix,letter_freq_mean,letter_freq_min,positional_freq_mean,positional_freq_min,semantic_neighbors_count,semantic_density,Zipf-value,autoencoder_value,expected_attempts,semantic_difficulty,position_self_entropy,positional_fit,letter_commonness,position_self_entropy_2_letters,mean_simulate_random,1_try_simulate_random,2_try_simulate_random,3_try_simulate_random,4_try_simulate_random,5_try_simulate_random,6_try_simulate_random,7_try_simulate_random,mean_simulate_freq,1_try_simulate_freq,2_try_simulate_freq,3_try_simulate_freq,4_try_simulate_freq,5_try_simulate_freq,6_try_simulate_freq,7_try_simulate_freq,mean_simulate_entropy,1_try_simulate_entropy,2_try_simulate_entropy,3_try_simulate_entropy,4_try_simulate_entropy,5_try_simulate_entropy,6_try_simulate_entropy,7_try_simulate_entropy,rl_1_try_low_training,rl_2_try_low_training,rl_3_try_low_training,rl_4_try_low_training,rl_5_try_low_training,rl_6_try_low_training,rl_7_try_low_training,rl_expected_steps_low_training,rl_1_try_high_training,rl_2_try_high_training,rl_3_try_high_training,rl_4_try_high_training,rl_5_try_high_training,rl_6_try_high_training,rl_7_try_high_training,rl_expected_steps_high_training,semantic_distance,semantic_distance_to_center,rl_1_try_little_training,rl_2_try_little_training,rl_3_try_little_training,rl_4_try_little_training,rl_5_try_little_training,rl_6_try_little_training,rl_7_try_little_training,rl_expected_steps_little_training,feedback_entropy,position_self_information,position_self_information_2_letters
2022/10/11,479,valid,28575,2752,0,4,28,38,21,8,1,100,1,0,0,3,0,0,1,1,9,2.321928094887362,28.15201690821256,4.418877684033565,2,0,0,0.050362117,0.013927577,0.059052925,0.016713092,0,0.4021262943744659,3.509318086358366,-0.791073322,4.0600000000000005,0.383147129,20.060349743057397,7.842,4.88,-28.88708596947072,5.4888,0.0,0.0056,0.0562,0.1694,0.2576,0.235,0.2762,4.573,0.0001,0.0197,0.1668,0.3149,0.2804,0.1552,0.0629,4.359,0.0,0.016,0.176,0.335,0.384,0.084,0.005,0.002,0.128,0.366,0.372,0.102,0.03,0.0,3.5340000000000003,0.0,0.044,0.898,0.04,0.014,0.004,0.0,3.036,-0.03841927962868,7.2485252815223316,0.002,0.106,0.398,0.372,0.102,0.02,0.0,3.526,4.689931703018549,1.3350653628296378,-5897.718383337378
2022/10/10,478,enjoy,26878,2654,0,3,12,29,33,20,3,100,1,1,0,3,1,0,1,2,15,2.321928094887362,88.89236494597839,2.563958203834218,1,0,0,0.052367688,0.002228412,0.052367688,0.002785515,0,0.4633942902088165,4.917455223569368,-0.162037849,4.699999999999999,-0.453436116,25.926038706820258,5.108,5.816,-17.598982971036094,4.8954,0.0001,0.0098,0.0933,0.2497,0.3546,0.2235,0.069,4.07,0.0003,0.032,0.2143,0.4394,0.2801,0.0326,0.0013,3.926,0.0,0.018,0.227,0.569,0.183,0.003,0.0,0.004,0.098,0.31,0.34,0.18,0.06,0.008,3.806,0.0,0.034,0.168,0.74,0.058,0.0,0.0,3.822,-0.0789591598164041,6.820756536653013,0.002,0.124,0.282,0.376,0.164,0.048,0.004,3.736,4.0588793428433965,0.8256161310269912,-493.2122716561772
2022/10/9,477,howdy,28408,2668,0,2,13,32,32,17,4,100,0,0,0,4,1,0,1,3,15,2.321928094887362,32.73542198697661,3.684692220677464,3,0,0,0.038774373,0.016713092,0.06908078,0.013927577,1,0.3646355539560318,4.114655787447564,-0.146605492,4.69,0.1978179017006658,22.07118872969295,6.792,4.436,-24.36302438600989,5.4724,0.0,0.0058,0.0494,0.17,0.2719,0.2472,0.2557,4.7706,0.0002,0.0122,0.1243,0.2897,0.309,0.1829,0.0817,4.449,0.0,0.002,0.076,0.42,0.475,0.027,0.0,0.002,0.088,0.392,0.43,0.086,0.002,0.0,3.5159999999999996,0.0,0.006,0.876,0.108,0.01,0.0,0.0,3.122,0.0684129817793689,6.594068987406435,0.004,0.1,0.41,0.412,0.07,0.004,0.0,3.456,3.678567201086851,1.1392671370628855,-2969.307283926703
2022/10/8,476,vigor,26905,2642,0,2,15,35,31,14,2,99,1,0,0,3,0,0,1,1,9,2.321928094887362,29.34114155807251,4.189379810196405,3,0,0,0.049582173,0.013927577,0.050139276,0.016713092,0,0.3772634267807007,2.634256822966666,-0.331434369,4.5,0.5471026742594334,22.21499410664822,5.414,4.694,-26.383671600982293,5.039,0.0,0.0066,0.0746,0.2331,0.3423,0.2457,0.0977,4.6455,0.0002,0.0152,0.1318,0.3038,0.3401,0.1585,0.0504,4.407,0.0,0.006,0.121,0.39,0.426,0.057,0.0,0.0,0.14,0.36,0.366,0.122,0.012,0.0,3.506,0.0,0.046,0.896,0.038,0.018,0.002,0.0,3.0340000000000003,0.005448737615003,6.633636434655352,0.002,0.124,0.398,0.356,0.104,0.016,0.0,3.484,4.265325432207212,1.0758185222549304,-2813.760372885416
2022/10/7,475,dandy,29026,2840,0,2,11,23,29,24,11,100,0,0,0,4,1,0,1,3,10,1.921928094887362,21.04121191955043,3.355893708482386,12,0,0,0.046350975,0.030083565,0.077994429,0.022284123,0,0.3092639803886413,3.644016660255823,0.3081164360046387,5.17,0.9955178155735586,18.31566276514002,9.142,5.078,-31.772550560049805,6.3099,0.0001,0.0029,0.0217,0.0701,0.1171,0.1437,0.6444,5.7935,0.0002,0.0065,0.048,0.1319,0.1956,0.1939,0.4239,5.514,0.0,0.002,0.043,0.16,0.297,0.23,0.268,0.0,0.06,0.352,0.422,0.15,0.012,0.004,3.714,0.0,0.002,0.152,0.664,0.176,0.006,0.0,4.032,0.0345835213646614,6.235377156058238,0.004,0.072,0.346,0.412,0.146,0.014,0.006,3.689999999999999,4.14892869033999,1.480028291647736,-9376.254926209429
2022/10/6,474,sloth,32522,2987,1,10,38,34,13,3,0,99,0,0,0,4,0,0,1,2,8,2.321928094887362,10.80262620603797,3.353553390593274,5,0,0,0.059387187,0.038997214,0.1058495821727019,0.055710306,0,0.3721873253583908,3.166895406,-1.286855221,3.5700000000000003,0.5805764870238225,20.8423160141966,7.144,6.604,-26.31366444042973,4.8342,0.0001,0.0098,0.0985,0.2915,0.336,0.1757,0.0884,4.2557,0.0004,0.0198,0.1996,0.4062,0.2719,0.0821,0.02,3.739,0.0,0.022,0.333,0.53,0.114,0.001,0.0,0.002,0.104,0.404,0.312,0.162,0.016,0.0,3.576,0.0,0.074,0.398,0.478,0.046,0.004,0.0,3.5079999999999996,0.0587265863784244,6.969711082134492,0.002,0.104,0.366,0.374,0.134,0.018,0.002,3.5959999999999996,4.822237807015517,1.187097664542891,-2654.3674594645763
2022/10/5,473,marsh,30935,2885,0,9,30,35,19,6,1,100,0,0,0,4,0,0,1,3,10,2.321928094887362,15.5294697,3.870277041991597,3,0,0,0.05637883,0.030640669,0.072423398,0.055710306,0,0.3445796221494674,3.547106647247766,-0.978369951,3.879999999999999,0.7626325594278683,19.126054018356392,8.314,5.798,-30.75640450853257,5.3609,0.0002,0.0068,0.063,0.1944,0.2682,0.2323,0.2351,4.5057,0.0002,0.0194,0.1674,0.339,0.293,0.1235,0.0575,4.197,0.0,0.007,0.187,0.445,0.324,0.037,0.0,0.0,0.164,0.418,0.33,0.084,0.004,0.0,3.346,0.004,0.032,0.13,0.408,0.248,0.178,0.0,4.398,-0.0490938234111239,6.686462887636754,0.0,0.192,0.392,0.34,0.076,0.0,0.0,3.3,5.179713568426015,1.409866901977776,-11178.163429692204
2022/10/4,472,bough,32014,3060,0,3,17,35,28,13,3,99,0,0,0,3,0,0,2,2,11,2.321928094887362,15.63962885154062,2.427050983124842,12,0,0,0.038885794,0.017270195,0.075208914,0.044568245,0,0.3097126334905624,2.495954124800384,-0.375775456,4.460000000000001,0.9925592202500167,21.533442451505948,6.598,3.934,-25.677850696967763,5.438,0.0,0.0071,0.0593,0.2026,0.2468,0.1879,0.2963,5.8751,0.0001,0.0101,0.0679,0.158,0.1091,0.11,0.5448,5.505,0.0,0.004,0.047,0.247,0.179,0.188,0.335,0.002,0.116,0.442,0.35,0.088,0.002,0.0,3.412,0.0,0.882,0.114,0.004,0.0,0.0,0.0,2.122,0.0863647075639787,6.2097829576307175,0.0,0.118,0.436,0.356,0.088,0.002,0.0,3.42,3.8872832150394863,1.1474888706061956,-3626.177402315836
2022/10/3,471,sting,32288,2969,1,10,30,33,18,8,2,102,0,0,0,4,0,0,1,2,6,2.321928094887362,21.18691406632583,2.601229586821916,10,0,0,0.051142061,0.028412256,0.079108635,0.019498607,0,0.2808550387620926,3.846928590722779,-0.933942854,3.92,1.1828575697916337,22.95597609508192,6.128,6.226,-28.453432792024525,5.2751,0.0,0.0057,0.0628,0.2119,0.2883,0.2329,0.1984,4.4584,0.0,0.0224,0.1669,0.3467,0.2948,0.1323,0.0369,4.091,0.0,0.006,0.165,0.58,0.23,0.019,0.0,0.004,0.102,0.418,0.388,0.08,0.008,0.0,3.462,0.0,0.612,0.354,0.03,0.004,0.0,0.0,2.4259999999999997,-0.0338451842953122,6.567584277178056,0.006,0.098,0.45,0.352,0.084,0.01,0.0,3.44,4.685737029152275,1.0593576975290613,-5389.393537475558
2022/10/2,470,twine,30088,2775,0,6,28,40,20,5,1,100,0,0,1,3,0,0,1,2,8,2.321928094887362,19.73691828719226,3.858494600052545,11,0,0,0.059498607,0.016713092,0.099721448,0.016713092,0,0.3587000489234924,2.768955396864123,-0.888002694,3.95,0.6695169018270211,21.71075414147881,7.244,7.568,-25.8593550631302,5.1964,0.0,0.0064,0.0698,0.2222,0.3093,0.2072,0.1851,4.6242,0.0005,0.0111,0.117,0.3177,0.3736,0.149,0.0311,4.64,0.0,0.005,0.095,0.356,0.367,0.153,0.024,0.004,0.098,0.38,0.386,0.102,0.026,0.004,3.5780000000000003,0.0,0.018,0.554,0.406,0.022,0.0,0.0,3.432,0.0638837100688281,6.645379760614024,0.004,0.116,0.378,0.368,0.12,0.01,0.004,3.53,4.732271214425762,1.1935220869964347,-4180.531789239115
2022/10/1,469,leave,28202,2696,0,4,16,34,31,12,1,98,1,0,1,2,0,0,2,1,8,1.921928094887362,17.92069172305872,3.429294036366545,9,0,0,0.073983287,0.013927577,0.093036212,0.027855153,1,0.5510445,5.748154617518834,-0.452668726,4.37,-2.199532778,20.7058986610577,8.25,7.716,-27.059997464120137,5.2636,0.0,0.0047,0.0552,0.1914,0.3174,0.2831,0.1482,4.3672,0.0,0.0186,0.1607,0.3776,0.334,0.0962,0.0129,4.194,0.001,0.008,0.115,0.562,0.3,0.014,0.0,0.004,0.098,0.326,0.372,0.164,0.032,0.004,3.706,0.002,0.024,0.696,0.274,0.004,0.0,0.0,3.254,-0.1542933827334676,6.431650308774773,0.0,0.112,0.322,0.372,0.166,0.026,0.002,3.678,4.375592808585998,1.3113627414112718,-3735.4543035269526
2022/9/30,468,scorn,31223,2859,0,8,31,35,20,6,1,101,0,0,0,4,0,0,1,2,7,2.321928094887362,24.16720520622042,3.891799001864011,6,0,0,0.057270195,0.039554318,0.084122563,0.013927577,0,0.392065105,3.069985392528104,-0.951763034,3.9,0.449494577,21.45027729652647,6.968,5.872,-23.360675651104675,4.9318,0.0001,0.0084,0.1019,0.2641,0.3074,0.2109,0.1072,4.3039,0.0002,0.0194,0.1779,0.3823,0.3273,0.0848,0.0081,4.26,0.0,0.01,0.167,0.402,0.395,0.026,0.0,0.006,0.136,0.434,0.316,0.096,0.012,0.0,3.3960000000000004,0.0,0.032,0.816,0.148,0.004,0.0,0.0,3.124,0.0181259395829683,6.461174394446101,0.002,0.14,0.444,0.308,0.09,0.016,0.0,3.3920000000000003,5.0388840077034684,1.184861499053539,-1717.4373083838716
2022/9/29,467,scald,30477,2829,0,4,23,36,24,11,2,100,0,0,0,4,0,0,1,2,8,2.321928094887362,24.01927724578204,4.412570384968221,10,0,0,0.053927577,0.030083565,0.079665738,0.013927577,0,0.3385968059301376,2.467925401200141,-0.600995183,4.25,0.802085607,22.372699041161532,6.87,5.112,-24.04934604935522,5.1986,0.0,0.0073,0.0793,0.2167,0.288,0.2216,0.1871,5.6657,0.0001,0.0052,0.0626,0.1599,0.1691,0.2394,0.3637,5.248,0.0,0.004,0.083,0.198,0.218,0.37,0.127,0.008,0.092,0.384,0.36,0.128,0.026,0.002,3.594,0.0,0.044,0.928,0.022,0.006,0.0,0.0,2.99,0.105474625301987,6.631841114151159,0.008,0.116,0.37,0.36,0.13,0.014,0.002,3.538,4.803892195345935,1.098848372047165,-1856.829483908516
2022/9/28,466,usurp,31355,3007,0,3,21,38,26,9,1,98,0,1,0,3,0,0,1,2,7,1.921928094887362,40.94014778325123,4.799509756796392,2,0,0,0.046128134,0.035654596,0.042896936,0.011142061,0,0.352819687,2.291834142,-0.59410876,4.23,0.7082943243705935,28.033123647372847,3.332,3.954,-19.631058015375956,4.6804,0.0002,0.0061,0.0944,0.3319,0.3748,0.165,0.0276,4.2123,0.0,0.0109,0.1693,0.4693,0.2997,0.0487,0.0021,3.97,0.0,0.004,0.162,0.695,0.138,0.001,0.0,0.006,0.092,0.47,0.388,0.04,0.004,0.0,3.3760000000000003,0.0,0.016,0.122,0.832,0.03,0.0,0.0,3.876,0.0457118051295951,6.103671417016175,0.006,0.106,0.44,0.38,0.064,0.004,0.0,3.4019999999999997,3.493580663668676,0.6485785282340639,-947.1784710030755
2022/9/27,465,soggy,30985,2888,0,2,18,38,28,11,2,99,0,0,0,4,1,1,1,3,10,1.921928094887362,16.74627017473656,3.152096749964058,8,0,0,0.042785515,0.028412256,0.098050139,0.025069638,0,0.4335099250078201,2.999404318242396,-0.444694996,4.38,-0.256366838,20.15302968356884,9.038,3.97,-25.364407747003906,5.5324,0.0002,0.0055,0.0564,0.1621,0.231,0.265,0.2798,4.9133,0.0001,0.017,0.1041,0.2377,0.3238,0.224,0.0933,4.844,0.0,0.004,0.067,0.174,0.597,0.152,0.006,0.002,0.096,0.368,0.432,0.092,0.01,0.0,3.546,0.0,0.026,0.504,0.46,0.01,0.0,0.0,3.4539999999999997,0.0217851376789271,6.408790949266218,0.002,0.088,0.37,0.42,0.11,0.01,0.0,3.578,3.712914299437109,1.3011642699755837,-2336.739058757871
2022/9/26,464,brisk,31706,2884,0,5,23,38,24,7,1,98,1,0,0,4,0,0,1,2,11,2.321928094887362,14.91349508599509,4.579707626949502,5,0,0,0.043454039,0.017270195,0.077437326,0.044568245,0,0.3537418246269226,3.024227901967429,-0.729090571,4.1,0.702213386,21.74526523002403,6.334,4.27,-26.039640576178233,4.8486,0.0,0.0075,0.0899,0.2958,0.3364,0.1941,0.0763,4.3825,0.0001,0.0247,0.1655,0.3668,0.306,0.119,0.0179,3.973,0.0,0.006,0.179,0.653,0.16,0.002,0.0,0.002,0.14,0.416,0.366,0.072,0.004,0.0,3.3779999999999997,0.0,0.06,0.91,0.028,0.002,0.0,0.0,2.972,-0.0142900485156563,6.868344893820306,0.002,0.156,0.428,0.34,0.074,0.0,0.0,3.3280000000000003,4.54883207160056,1.1050921185158238,-4141.628448292611
2022/9/25,463,admit,28994,2677,0,10,25,34,22,8,1,100,0,1,0,3,0,0,1,2,8,2.321928094887362,53.40403726708074,2.839793400779363,1,0,0,0.055710306,0.030083565,0.059052925,0.005571031,0,0.47611255,4.771841085,-0.878932655,3.98,-0.790335511,23.361875874820143,5.858,6.172,-21.11697337834067,4.7657,0.0,0.0087,0.0963,0.3067,0.354,0.1775,0.0568,4.0589,0.0001,0.0277,0.2182,0.4609,0.256,0.0345,0.0026,3.885,0.0,0.011,0.226,0.631,0.131,0.001,0.0,0.006,0.11,0.446,0.32,0.112,0.006,0.0,3.4400000000000004,0.0,0.846,0.138,0.016,0.0,0.0,0.0,2.17,-0.0641109509121922,6.102721503630296,0.006,0.13,0.414,0.318,0.126,0.006,0.0,3.446,4.738370545476899,1.0182216886274449,-1605.271340182996
2022/9/24,462,grate,32777,3077,1,14,29,28,16,8,3,99,0,0,1,3,0,0,1,2,6,2.321928094887362,11.47665829726059,2.674899212039784,13,0,0,0.073314763,0.028412256,0.1097493036211699,0.04735376,0,0.4041504800319672,3.016110011745249,-1.007604241,3.86,-0.06275909,19.14711379580682,8.316,7.588,-29.982061560075703,5.6091,0.0,0.0042,0.0565,0.149,0.2274,0.2421,0.3208,5.1009,0.0,0.0126,0.0971,0.2328,0.2612,0.2269,0.1694,4.424,0.0,0.017,0.16,0.409,0.276,0.072,0.066,0.002,0.138,0.414,0.292,0.118,0.024,0.012,3.506,0.0,0.552,0.398,0.032,0.012,0.002,0.004,2.526,0.0482282401514917,7.413262563438669,0.004,0.148,0.396,0.316,0.098,0.028,0.01,3.48,5.189672268315718,1.3674620522665313,-5695.117546048259
2022/9/23,461,glory,31509,2893,0,6,30,39,19,5,0,99,0,0,0,4,1,0,1,2,9,2.321928094887362,11.31022141270301,3.0,4,0,0,0.054707521,0.028412256,0.1041782729805014,0.04735376,0,0.4059164732694625,4.332040769719171,-0.979578972,3.87,0.3581531964025263,21.13914846652039,7.382,4.304,-26.397061837640106,4.8471,0.0001,0.0084,0.097,0.2943,0.3293,0.1808,0.0901,4.0572,0.0,0.0275,0.244,0.4267,0.2517,0.0458,0.0043,3.974,0.0,0.027,0.201,0.551,0.213,0.008,0.0,0.002,0.122,0.356,0.366,0.108,0.044,0.002,3.5959999999999996,0.002,0.012,0.666,0.282,0.036,0.002,0.0,3.3440000000000003,-0.0559714928607929,6.49360334122814,0.002,0.12,0.378,0.346,0.118,0.036,0.0,3.566,4.352236511541433,1.1379500130071405,-2812.980440509242
2022/9/22,460,saint,34455,3119,1,14,35,29,15,5,1,100,0,0,0,3,0,0,2,2,5,2.321928094887362,8.857902679162269,3.283890728527864,6,0,0,0.063175487,0.04902507,0.1197771587743733,0.072423398,0,0.3991025984287262,4.253255236210908,-1.223962307,3.64,0.4030865717713346,17.72738160626497,10.35,7.456,-30.7548135095078,5.2306,0.0,0.0087,0.084,0.225,0.2551,0.2047,0.2225,4.2265,0.0002,0.0261,0.2113,0.3931,0.2677,0.0819,0.0197,3.536,0.0,0.039,0.436,0.476,0.048,0.001,0.0,0.002,0.122,0.456,0.338,0.078,0.004,0.0,3.3800000000000003,0.0,0.902,0.062,0.036,0.0,0.0,0.0,2.134,-0.0777894333206446,7.955590552653677,0.002,0.138,0.448,0.324,0.084,0.004,0.0,3.362,5.7126363088144405,1.544296331671246,-7496.207504311966
2022/9/21,459,recap,31976,2900,0,5,30,35,21,8,1,100,0,0,0,3,0,0,1,1,9,2.321928094887362,27.35626944739848,3.572863278909302,4,0,1,0.068189415,0.035654596,0.049582173,0.022284123,0,0.3122312247753143,2.945046655919803,-0.834450841,4.0200000000000005,0.9759506369925444,22.6034496228244,6.452,6.314,-23.360347728602775,4.9478,0.0,0.0081,0.0956,0.2601,0.3172,0.2146,0.1044,4.3966,0.0005,0.0221,0.1848,0.3557,0.2789,0.1258,0.0322,4.531,0.0,0.008,0.166,0.284,0.375,0.163,0.004,0.002,0.116,0.296,0.34,0.198,0.042,0.006,3.766,0.0,0.008,0.216,0.53,0.21,0.034,0.002,4.0520000000000005,0.0507498745163145,6.308894689011499,0.0,0.124,0.328,0.324,0.184,0.032,0.008,3.696,4.914628521851194,1.1271143356468396,-2499.760651618393
2022/9/20,458,alike,31277,2843,0,6,20,33,27,12,2,100,1,1,1,2,0,0,1,1,9,2.321928094887362,13.41646207673605,3.878308269,4,0,0,0.065961003,0.019498607,0.1103064066852368,0.030640669,0,0.4346196502447128,4.055262135707397,-0.557420254,4.29,-0.263684803,20.17248351409139,7.674,6.528,-27.195782684864582,5.4907,0.0002,0.0072,0.0663,0.1945,0.2195,0.1844,0.3279,4.81,0.0003,0.0212,0.144,0.2459,0.2731,0.2223,0.0932,4.722,0.0,0.025,0.139,0.181,0.413,0.228,0.014,0.0,0.138,0.382,0.356,0.11,0.014,0.0,3.48,0.0,0.024,0.808,0.152,0.014,0.002,0.0,3.1620000000000004,-0.0574364008417323,6.105446968479993,0.0,0.112,0.41,0.346,0.102,0.026,0.004,3.532,5.181244371521612,1.2620141205632835,-3457.5199207462465
2022/9/19,457,trice,35050,3430,0,5,24,25,18,17,11,100,0,0,1,3,0,0,1,2,7,2.321928094887362,10.72820106794873,3.096291201783626,12,0,0,0.069192201,0.039554318,0.113091922,0.052924791,0,0.3667651325464248,2.136932182158717,-0.145326436,4.7299999999999995,0.6163325627717287,19.869310908817596,8.2,7.5,-28.29169673800368,5.4806,0.0,0.0058,0.0567,0.1719,0.2602,0.2275,0.2779,5.6792,0.0,0.0037,0.0377,0.1613,0.2354,0.1968,0.3651,5.414,0.0,0.021,0.128,0.153,0.18,0.15,0.368,0.002,0.124,0.32,0.358,0.148,0.042,0.006,3.6759999999999993,0.0,0.026,0.886,0.088,0.0,0.0,0.0,3.062,0.0983350263457152,5.761762194536537,0.004,0.11,0.346,0.358,0.14,0.04,0.002,3.648,5.135350638821147,1.2900540785514027,-4311.766581040771
2022/9/18,456,stick,33102,3038,1,9,36,35,14,4,0,99,1,0,0,4,0,0,1,2,11,2.321928094887362,16.43468011606556,4.161615495223916,11,0,0,0.047465181,0.019498607,0.080222841,0.038997214,0,0.4028214335441589,4.986790144394278,-1.216233969,3.64,0.3785631077978774,23.3689920558546,6.152,5.182,-26.032329292046327,5.1935,0.0,0.0051,0.0685,0.2345,0.2885,0.2265,0.1769,4.205,0.0001,0.0216,0.2056,0.4151,0.2716,0.0755,0.0105,4.129,0.0,0.008,0.141,0.575,0.266,0.01,0.0,0.0,0.112,0.484,0.332,0.072,0.0,0.0,3.364,0.0,0.028,0.898,0.066,0.008,0.0,0.0,3.0540000000000003,-0.0744666286757126,6.892649321902235,0.002,0.094,0.518,0.316,0.068,0.002,0.0,3.36,4.414810301050714,0.99247413364509,-3098.8334209020613
2022/9/17,455,chute,33418,3073,0,11,37,36,12,3,0,99,0,0,1,3,0,0,1,2,10,2.321928094887362,10.55862176889574,2.144122805635369,3,0,0,0.057827298,0.035654596,0.1080779944289694,0.075208914,0,0.2955133259296417,3.559005870547474,-1.30372858,3.58,1.086195048838711,20.147108041693738,7.49,6.678,-27.51206081376386,4.8165,0.0,0.0078,0.0854,0.2989,0.3617,0.1828,0.0634,4.2679,0.0,0.0205,0.1631,0.4316,0.3078,0.0668,0.0102,4.03,0.0,0.003,0.166,0.635,0.19,0.006,0.0,0.004,0.126,0.47,0.322,0.07,0.008,0.0,3.352,0.0,0.018,0.634,0.346,0.002,0.0,0.0,3.332,0.0181426776736264,6.743459097079454,0.006,0.122,0.404,0.396,0.068,0.004,0.0,3.41,4.444989953183092,1.2571114899873246,-4049.005905834839
2022/9/16,454,parer,37309,4130,0,0,4,11,15,22,48,100,0,0,0,3,0,0,1,1,7,1.921928094887362,11.92876847705715,3.554415699576449,16,1,0,0.075208914,0.035654596,0.094150418,0.055710306,0,0.3671425908803939,,2.255668163299561,6.95,0.6138434537988249,16.662523286241456,10.706,6.956,-34.609231126277244,6.2802,0.0,0.0021,0.0212,0.0667,0.1242,0.176,0.6098,6.8268,0.0,0.0,0.0009,0.0059,0.0279,0.0961,0.8692,6.71,0.0,0.001,0.0,0.003,0.061,0.154,0.781,0.0,0.088,0.296,0.37,0.196,0.044,0.006,3.829999999999999,0.0,0.054,0.782,0.146,0.018,0.0,0.0,3.128,0.1087121707958302,6.5034328769468805,0.006,0.076,0.324,0.348,0.196,0.044,0.006,3.808,4.723799477978527,1.6739505182809693,-15470.998350809065
2022/9/15,453,doubt,33344,3011,1,12,32,34,16,4,0,99,0,0,0,3,0,0,2,2,8,2.321928094887362,47.41633175009135,3.227797413761102,0,0,0,0.045905292,0.017270195,0.077437326,0.005571031,3,0.5620252132415772,4.797797660162586,-1.201241016,3.65,-2.401521107,21.909761563571415,6.432,4.974,-19.718583043097603,4.6986,0.0001,0.0106,0.1129,0.3143,0.3417,0.1699,0.0505,4.0265,0.0002,0.0302,0.2439,0.4467,0.2307,0.0442,0.0041,4.062,0.0,0.007,0.154,0.609,0.23,0.0,0.0,0.0,0.118,0.416,0.366,0.092,0.008,0.0,3.456,0.002,0.02,0.812,0.162,0.004,0.0,0.0,3.146,-0.1206336957936517,5.938303877180492,0.002,0.124,0.41,0.356,0.094,0.014,0.0,3.4579999999999997,4.200169791877688,1.11053641041096,-2704.4398525727665
2022/9/14,452,thyme,32142,2938,1,5,24,41,23,5,0,99,0,0,1,4,1,0,1,4,13,2.321928094887362,19.31431921959319,2.280604373718116,4,0,0,0.055710306,0.030640669,0.088579387,0.022284123,4,0.5731931388378143,2.333226827302685,-0.844860315,3.96,-2.241339663,22.917469808267143,6.066,6.446,-20.19237951228882,4.7873,0.0,0.0081,0.0965,0.3106,0.3421,0.1702,0.0725,4.4379,0.0002,0.0228,0.1511,0.3619,0.3165,0.1238,0.0237,4.322,0.0,0.01,0.106,0.45,0.42,0.014,0.0,0.004,0.092,0.348,0.37,0.16,0.022,0.004,3.672,0.0,0.014,0.818,0.162,0.006,0.0,0.0,3.1599999999999997,0.0421718701902131,8.111430518245552,0.006,0.106,0.312,0.382,0.162,0.03,0.002,3.686,4.315799957886043,1.0279286053936854,-1547.6755098842686
2022/9/13,451,alpha,29497,2706,0,3,19,40,28,9,1,100,0,1,1,3,0,0,1,3,10,1.921928094887362,35.33015873015873,4.634329796997689,0,0,0,0.062841226,0.035654596,0.054038997,0.011142061,3,0.4976438462734222,3.909882238856553,-0.558330357,4.260000000000001,-1.3648793,22.245740493344726,5.592,5.678,-20.04843897919589,4.9788,0.0001,0.0078,0.0728,0.2511,0.3627,0.2117,0.0938,4.2998,0.0001,0.0225,0.165,0.4025,0.3215,0.0766,0.0118,4.461,0.0,0.004,0.06,0.443,0.457,0.036,0.0,0.0,0.13,0.338,0.382,0.126,0.024,0.0,3.576,0.0,0.012,0.482,0.462,0.044,0.0,0.0,3.5380000000000003,-0.0360239241623457,7.787739310289688,0.0,0.126,0.348,0.378,0.13,0.014,0.004,3.57,4.171346432066916,1.0872903353521393,-2165.10649532924
2022/9/12,450,booze,29147,2883,0,1,7,27,38,23,4,100,1,0,1,2,0,1,2,1,16,1.921928094887362,31.35073811442385,3.886693582745273,5,0,0,0.054150418,0.002785515,0.1097493036211699,0.008356546,0,0.4054707288742065,4.039245950030883,0.1022737622261047,4.95,0.3610926105682871,20.52217260698051,8.588,5.816,-24.60862121109443,5.7859,0.0,0.0042,0.0317,0.1129,0.2235,0.2806,0.3471,4.9056,0.0002,0.0105,0.0858,0.2472,0.3661,0.2237,0.0665,5.124,0.0,0.002,0.034,0.104,0.564,0.29,0.006,0.006,0.062,0.342,0.43,0.15,0.01,0.0,3.686,0.0,0.008,0.888,0.094,0.01,0.0,0.0,3.106,0.0300729866415319,5.94733319481765,0.0,0.044,0.348,0.43,0.17,0.008,0.0,3.75,3.6810635605607294,1.333373604175885,-3977.3355565114553
