date,contest_number,word,number_of_reported_results,number_in_hard_mode,1_try,2_tries,3_tries,4_tries,5_tries,6_tries,7_or_more_tries_x,sum,num_rare_letters,starts_with_vowel,ends_with_vowel,num_consonants,contains_y,has_double_letter,max_consecutive_vowels,max_consecutive_consonants,scrabble_score,letter_entropy,position_rarity,keyboard_distance,hamming_neighbors,has_common_suffix,has_common_prefix,letter_freq_mean,letter_freq_min,positional_freq_mean,positional_freq_min,semantic_neighbors_count,semantic_density,Zipf-value,autoencoder_value,expected_attempts,semantic_difficulty,mean_simulate,1_try_simulate,2_try_simulate,3_try_simulate,4_try_simulate,5_try_simulate,6_try_simulate,7_try_simulate,position_self_information,positional_fit,letter_commonness,position_self_information_2_letters,mean_simulate_random,1_try_simulate_random,2_try_simulate_random,3_try_simulate_random,4_try_simulate_random,5_try_simulate_random,6_try_simulate_random,7_try_simulate_random,mean_simulate_freq,1_try_simulate_freq,2_try_simulate_freq,3_try_simulate_freq,4_try_simulate_freq,5_try_simulate_freq,6_try_simulate_freq,7_try_simulate_freq
2022/11/16,515,baker,25576,2541,0,5,16,23,24,22,10,100,1,0,0,3,0,0,1,1,11,2.321928094887362,26.75702934662237,4.305531284802612,15,1,0,0.060501393,0.017270195,0.08356546,0.011142061,1,0.4642920345067978,4.136311317890142,0.03393203,4.920000000000001,-0.459356196,5.7559,0.0001,0.0077,0.0543,0.1325,0.1917,0.2069,0.4068,18.632837318257504,9.412,5.784,-31.788055959760257,6.0752,0.0,0.0038,0.0345,0.1048,0.1448,0.1638,0.5483,4.9863,0.0002,0.0149,0.1163,0.2611,0.2579,0.1737,0.1759
2022/11/15,514,snarl,27475,2650,0,5,21,31,24,15,4,100,0,0,0,4,0,0,1,2,5,2.321928094887362,12.76866872651226,4.370855578242902,7,0,0,0.064735376,0.04902507,0.091364903,0.04735376,0,0.3591963350772857,2.738992173486679,-0.440798283,4.430000000000001,0.6662441953919954,4.5342,0.0001,0.0168,0.1512,0.3419,0.3036,0.1435,0.0429,21.22557055550461,7.59,6.254,-22.555195508175434,5.1804,0.0001,0.0105,0.0855,0.2308,0.2599,0.2123,0.2009,4.8758,0.0003,0.0082,0.1103,0.2821,0.3027,0.1885,0.1079
2022/11/14,513,maple,26536,2467,1,6,26,36,21,8,1,99,0,0,1,3,0,0,1,2,9,2.321928094887362,14.18963307240704,5.658780940276738,2,0,0,0.063955432,0.030640669,0.099721448,0.038997214,1,0.4615046709775924,3.511942230184515,-0.824503005,4.010000000000001,-0.440975222,4.9577,0.0,0.0149,0.1163,0.2506,0.2746,0.2016,0.142,18.87303388749574,8.974,5.848,-27.6960660057986,5.6038,0.0002,0.008,0.0688,0.1672,0.194,0.1902,0.3716,4.7694,0.0001,0.0231,0.1605,0.2762,0.2393,0.1653,0.1355
2022/11/13,512,inane,25085,2515,0,8,25,30,21,13,3,100,0,1,1,2,0,0,1,1,5,1.921928094887362,16.81839695899925,4.158004356848937,1,0,0,0.069192201,0.04902507,0.094150418,0.027855153,2,0.5010718494653702,2.653561978162053,-0.674955428,4.210000000000001,-0.954926962,4.7394,0.0,0.0089,0.0985,0.3201,0.3448,0.1722,0.0555,21.68068518825071,7.088,8.268,-28.179302217088058,5.2833,0.0,0.0049,0.0569,0.2055,0.3116,0.2249,0.1962,4.726,0.0,0.0108,0.1057,0.325,0.3317,0.1588,0.068
2022/11/12,511,valet,24660,2356,0,4,22,38,25,9,1,99,1,0,0,3,0,0,1,1,8,2.321928094887362,24.67091478485563,4.811260048,3,0,0,0.067966574,0.013927577,0.084679666,0.016713092,0,0.290720135,3.713438069014291,-0.6564942,4.18,1.1178032385221968,4.8782,0.0,0.0112,0.1152,0.2713,0.2876,0.2159,0.0988,18.974503853808425,9.188,6.988,-29.85283231293592,5.4439,0.0001,0.0059,0.0601,0.1731,0.2555,0.2553,0.25,4.6971,0.0001,0.0205,0.1376,0.2944,0.291,0.1842,0.0722
2022/11/11,510,medal,25993,2438,0,5,25,38,23,8,1,100,0,0,0,3,0,0,1,1,8,2.321928094887362,17.44541474654378,3.868033988749895,4,0,0,0.062841226,0.030083565,0.064066852,0.033426184,1,0.473007447,4.063421623025715,-0.752384126,4.09,-0.516829056,4.5527,0.0001,0.0141,0.1285,0.353,0.3336,0.136,0.0347,19.7294162969786,7.552,6.312,-28.211750785398387,5.0298,0.0,0.0064,0.076,0.2466,0.3376,0.2192,0.1142,4.2884,0.0003,0.0216,0.1794,0.4049,0.293,0.0835,0.0173
2022/11/10,509,unite,27467,2575,1,11,31,33,18,5,1,100,0,1,1,2,0,0,1,1,5,2.321928094887362,18.47316849667776,2.516123775561495,4,0,1,0.063286908,0.035654596,0.094150418,0.022284123,2,0.434035388,3.482165840314751,-1.070572972,3.77,-0.51286212,4.4072,0.0001,0.0149,0.1538,0.3789,0.3293,0.1072,0.0158,22.74518830713952,6.85,7.648,-26.05346672901971,4.7394,0.0,0.0092,0.0957,0.3247,0.3441,0.1695,0.0568,4.3078,0.0002,0.0263,0.1742,0.381,0.3126,0.0945,0.0112
2022/11/9,508,rainy,28984,2678,1,16,38,31,11,3,1,101,0,0,0,3,1,0,2,2,8,2.321928094887362,12.87757302221588,3.765443149195011,1,0,0,0.060612813,0.033983287,0.1002785515320334,0.036211699,6,0.5189963757991791,3.581868753506978,-1.373702884,3.4999999999999996,-1.6018839,4.7899,0.0001,0.0131,0.1267,0.274,0.3097,0.1958,0.0806,18.007558755656763,9.86,5.97,-30.26643427722327,5.345,0.0,0.008,0.0782,0.1914,0.2521,0.2238,0.2465,4.4248,0.0002,0.0175,0.1648,0.3727,0.2977,0.1138,0.0333
2022/11/8,507,spell,27213,2531,0,4,24,37,24,9,1,99,0,0,0,4,0,1,1,2,7,1.921928094887362,16.31178253,5.286255069649192,12,0,0,0.062395543,0.035654596,0.077994429,0.030640669,0,0.3717039108276367,4.563675748680959,-0.692272663,4.1499999999999995,0.5837643129051038,5.1266,0.0001,0.0106,0.0827,0.224,0.2919,0.2332,0.1575,22.781777566521463,6.474,5.804,-24.760552455387803,5.6436,0.0001,0.0056,0.0546,0.152,0.2212,0.211,0.3555,4.658,0.0001,0.021,0.1356,0.2876,0.3242,0.1828,0.0487
2022/11/7,506,begin,26096,2439,0,6,26,36,23,7,1,99,0,0,0,3,0,0,1,1,8,2.321928094887362,21.74130262249827,2.763799971790137,5,0,0,0.050807799,0.017270195,0.053481894,0.025069638,8,0.5854737997055054,4.755279173914888,-0.797736704,4.04,-2.197094793,4.8081,0.0001,0.0113,0.1188,0.2969,0.2934,0.1821,0.0974,19.02620513400362,7.688,5.946,-28.779379491483976,5.2765,0.0,0.0052,0.0692,0.2118,0.2796,0.2261,0.2081,4.4038,0.0001,0.0195,0.1719,0.3638,0.3016,0.1159,0.0272
2022/11/6,505,stale,31068,3013,2,19,30,27,15,6,2,101,0,0,1,3,0,0,1,2,5,2.321928094887362,12.18141031818908,5.342036454021065,17,0,0,0.074986072,0.04902507,0.1142061281337047,0.038997214,1,0.4139843285083771,3.467925401200141,-1.214143991,3.64,-0.127607361,5.1547,0.0002,0.0107,0.0903,0.2381,0.2572,0.2007,0.2028,20.094631740059494,8.872,8.058,-28.92759659691983,5.5629,0.0,0.0061,0.0674,0.1742,0.2139,0.1866,0.3518,5.1625,0.0002,0.0104,0.074,0.2194,0.2953,0.2395,0.1612
2022/11/5,504,dream,29743,2751,5,14,31,29,15,4,1,99,0,0,0,3,0,0,2,2,8,2.321928094887362,22.89047909660813,2.683261017542776,5,0,0,0.065292479,0.030083565,0.065181058,0.019498607,1,0.4385031282901764,5.124279183318571,-1.2438519,3.53,-0.289293987,4.5481,0.0,0.0152,0.1376,0.3454,0.3237,0.1419,0.0362,21.423384304898825,6.472,6.704,-26.843780098726334,4.9966,0.0,0.0097,0.0873,0.2556,0.3095,0.2199,0.118,4.1058,0.0001,0.0256,0.2252,0.4364,0.2498,0.056,0.0069
2022/11/4,503,photo,27330,2565,0,5,34,43,15,3,0,100,0,0,1,3,0,0,1,2,10,1.921928094887362,15.92002869272434,3.821345821,2,0,0,0.059052925,0.035654596,0.080222841,0.030640669,0,0.433489192,4.358532692567455,-1.083265424,3.77,0.1763278285181397,4.4324,0.0001,0.0094,0.1254,0.4083,0.3482,0.0971,0.0115,20.653856524145397,5.616,6.42,-25.950487551487225,4.8929,0.0,0.0048,0.0638,0.2674,0.4068,0.2121,0.0451,4.0819,0.0,0.0182,0.2028,0.4934,0.2523,0.0311,0.0022
2022/11/3,502,aloud,29554,2819,1,18,31,30,15,4,1,100,0,1,0,2,0,0,2,1,6,2.321928094887362,16.47980952380953,3.780776406404415,4,0,0,0.05816156,0.030083565,0.08356546,0.027855153,1,0.4029883712530136,3.269557747433308,-1.283839822,3.58,-0.055095687,4.4407,0.0001,0.0146,0.1514,0.362,0.3403,0.1135,0.0181,22.374172808203983,6.196,5.344,-24.49228670261473,4.8748,0.0001,0.0078,0.0906,0.283,0.3406,0.193,0.0849,4.3188,0.0,0.0189,0.1719,0.4015,0.3031,0.0884,0.0162
2022/11/2,501,inept,27670,2640,0,6,30,39,20,6,1,102,0,1,0,3,0,0,1,2,7,2.321928094887362,24.33273231031543,4.608494600052545,2,0,0,0.063286908,0.035654596,0.06183844,0.022284123,0,0.3847901821136474,2.935286818630647,-0.886027515,3.959999999999999,0.4974682840498345,4.3186,0.0,0.0148,0.1603,0.4056,0.3347,0.08,0.0046,25.36619268584688,4.33,7.482,-20.631404448728468,4.643,0.0,0.0093,0.0953,0.3367,0.3842,0.1508,0.0237,4.1574,0.0001,0.02,0.1869,0.4539,0.2962,0.0403,0.0026
2022/11/1,500,piney,27502,3667,0,1,14,37,33,14,2,101,0,0,0,3,1,0,1,1,10,2.321928094887362,12.50029095561379,2.858494600052545,7,0,0,0.055598886,0.033983287,0.089693593,0.064066852,0,0.3337906211614608,2.246076651583785,-0.269048929,4.55,0.8337794828128237,4.9609,0.0,0.0087,0.0888,0.2561,0.3233,0.2255,0.0976,17.495025194122174,9.9,6.064,-30.6265952522904,5.4618,0.0004,0.0057,0.047,0.1639,0.2852,0.2572,0.2406,4.9161,0.0,0.0046,0.0736,0.2689,0.3779,0.204,0.071
2022/10/31,499,aptly,26498,2572,0,3,26,41,23,7,1,101,0,1,0,4,1,0,1,4,10,2.321928094887362,19.07160815375101,5.335192105980864,1,1,0,0.058607242,0.033983287,0.069637883,0.030640669,0,0.3132648348808288,2.614053436878379,-0.730662882,4.1000000000000005,0.9691346047140504,4.2936,0.0002,0.0181,0.168,0.4196,0.3015,0.0809,0.0117,22.525203580489,6.706,5.032,-19.0134535360534,4.7064,0.0001,0.0091,0.1079,0.3198,0.348,0.1605,0.0546,4.3028,0.0002,0.0253,0.1778,0.3827,0.3099,0.0904,0.0137
2022/10/30,498,waltz,24672,2496,0,2,11,29,35,19,3,99,1,0,0,4,0,0,1,3,17,2.321928094887362,90.4601431,4.502363785747584,1,0,0,0.048579387,0.002785515,0.053481894,0.002785515,1,0.3681742280721664,3.738992173486679,-0.097378612,4.74,0.1744824903400751,5.1406,0.0002,0.0075,0.0675,0.2028,0.3307,0.2809,0.1104,21.870977199481267,6.47,4.738,-28.271375611316824,5.8103,0.0001,0.0047,0.0368,0.1092,0.2152,0.2604,0.3736,5.0191,0.0002,0.0116,0.0925,0.2401,0.3074,0.2166,0.1316
2022/10/29,497,libel,25156,2536,0,3,15,32,32,16,2,100,0,0,0,3,0,0,1,1,7,1.921928094887362,22.28125016203884,3.482738623220373,3,0,0,0.060278552,0.017270195,0.06183844,0.022284123,1,0.3722045481204986,3.047708997816951,-0.314063549,4.529999999999999,0.1479049719939099,4.8399,0.0,0.0093,0.0887,0.2732,0.3644,0.2104,0.054,20.44371064329183,7.164,5.804,-27.62254430766745,5.3839,0.0001,0.0046,0.0451,0.1765,0.3071,0.2684,0.1982,4.7328,0.0,0.0141,0.1027,0.2915,0.3602,0.191,0.0405
2022/10/28,496,sneak,27905,2636,0,7,28,36,21,7,1,100,1,0,0,3,0,0,2,2,9,2.321928094887362,14.82833491461101,4.24118122,5,0,0,0.061727019,0.019498607,0.080779944,0.044568245,1,0.3743401914834976,4.227341407969172,-0.870632052,3.979999999999999,0.133821698,4.3587,0.0001,0.0176,0.1644,0.3854,0.3199,0.0991,0.0135,21.734736693866637,7.496,6.944,-23.138018004095837,4.7257,0.0,0.0074,0.1021,0.3134,0.3598,0.1691,0.0482,4.1698,0.0004,0.0256,0.2059,0.4177,0.2803,0.0625,0.0076
2022/10/27,495,carry,27609,2615,0,4,22,35,24,12,3,100,0,0,0,4,1,1,1,3,10,1.921928094887362,11.20275910050541,1.849586409417042,9,0,0,0.062284123,0.033983287,0.099721448,0.055710306,4,0.4879985630512237,4.818431851247912,-0.522202671,4.33,-1.187496881,5.5677,0.0,0.0054,0.0446,0.1571,0.2593,0.237,0.2966,17.403872321003668,10.668,4.98,-31.17446177666463,6.1661,0.0,0.0028,0.0239,0.0749,0.148,0.2036,0.5468,4.8711,0.0001,0.0128,0.0943,0.2791,0.3246,0.2006,0.0885
2022/10/26,494,flout,30063,2904,0,6,28,37,21,7,1,100,0,0,0,3,0,0,2,2,8,2.321928094887362,15.15002973837756,2.5,6,0,0,0.052590529,0.018384401,0.094707521,0.027855153,0,0.3618198752403259,2.333226827302685,-0.848274112,4.0,0.6489435378811966,4.3942,0.0001,0.0115,0.1485,0.4064,0.317,0.1005,0.016,22.82667093734075,5.948,5.118,-24.84558638194072,4.9501,0.0,0.0068,0.0871,0.2711,0.3212,0.2118,0.102,4.6968,0.0,0.0069,0.0832,0.3355,0.3863,0.1568,0.0313
2022/10/25,493,foggy,28953,2817,0,2,13,35,32,15,3,100,0,0,0,4,1,1,1,3,13,1.921928094887362,18.60206340111802,2.659084675395885,9,0,0,0.036657382,0.018384401,0.08189415,0.025069638,2,0.4566141992807388,3.117908944845286,-0.227373242,4.6,-0.6617557,5.1808,0.0001,0.006,0.0607,0.2213,0.3173,0.2473,0.1473,21.484898551767436,7.292,3.15,-24.8204725145428,5.7554,0.0001,0.0034,0.0331,0.1206,0.2286,0.2756,0.3386,5.0219,0.0001,0.0093,0.0796,0.2608,0.3279,0.1744,0.1479
2022/10/24,492,fault,28947,2768,0,7,27,35,22,8,1,100,0,0,0,3,0,0,2,2,8,2.321928094887362,11.87629164313947,3.860484033353917,5,0,0,0.055487465,0.018384401,0.093593315,0.061281337,0,0.3770872503519058,5.017010443563597,-0.832878411,4.0200000000000005,0.5482644510444793,4.958,0.0003,0.0106,0.0978,0.2479,0.3108,0.2307,0.1019,20.31016306919687,7.938,5.25,-25.468356621402418,5.4035,0.0001,0.0061,0.0613,0.1733,0.2701,0.2601,0.229,4.4067,0.0002,0.0218,0.1777,0.3548,0.2986,0.1107,0.0362
2022/10/23,491,mummy,29279,3021,0,1,4,14,27,37,18,101,0,0,0,4,1,1,1,3,14,1.370950594454669,24.32264505802321,1.559016994374947,8,0,0,0.032311978,0.030640669,0.060167131,0.019498607,0,0.3401674002408981,3.991671868011706,0.9149287939071656,5.830000000000001,0.7917284891098992,5.6566,0.0001,0.0046,0.0401,0.1375,0.2389,0.2691,0.3097,20.905107084835628,6.768,2.392,-25.724604247296657,6.0525,0.0,0.0025,0.0257,0.0887,0.1711,0.2239,0.4881,5.0959,0.0001,0.0076,0.066,0.2227,0.3414,0.2506,0.1116
2022/10/22,490,spiel,29084,2810,0,7,32,36,19,6,1,101,0,0,0,3,0,0,2,2,7,2.321928094887362,14.22836815487294,5.286255069649192,5,0,0,0.061281337,0.035654596,0.09637883,0.030640669,0,0.3120291292667388,2.634256822966666,-0.954673767,3.9,0.9772833344017898,4.4193,0.0002,0.0163,0.1492,0.3779,0.3296,0.1083,0.0185,21.091694971244145,8.43,6.392,-26.25338845802569,4.8743,0.0001,0.0085,0.0883,0.282,0.3421,0.1992,0.0798,4.5434,0.0001,0.0117,0.1355,0.3591,0.3213,0.1356,0.0367
2022/10/21,489,grove,28637,2794,0,4,18,30,28,17,3,100,1,0,1,3,0,0,1,2,9,2.321928094887362,15.76363159614086,3.508861586751847,7,0,0,0.058718663,0.013927577,0.1041782729805014,0.027855153,1,0.4363094866275787,3.588499332405991,-0.358703613,4.51,-0.27482825,5.2379,0.0002,0.0105,0.066,0.2016,0.2885,0.2626,0.1706,22.410994605326312,7.104,5.84,-25.705072443258207,5.7001,0.0,0.0045,0.0428,0.1303,0.227,0.2613,0.3341,4.8589,0.0002,0.0166,0.1084,0.2516,0.3283,0.2119,0.083
2022/10/20,488,denim,28741,2769,0,5,29,40,20,5,0,99,0,0,0,3,0,0,1,1,8,2.321928094887362,25.04824016563147,2.417511594427492,1,0,0,0.053816156,0.030083565,0.051810585,0.019498607,10,0.588068688,2.823313059186715,-0.931952417,3.91,-2.339434894,4.5785,0.0,0.0199,0.1643,0.3152,0.2824,0.1544,0.0638,20.12883409582963,7.134,6.616,-28.58435282240493,4.9488,0.0,0.0134,0.1147,0.2688,0.2724,0.1742,0.1565,4.3469,0.0003,0.0269,0.198,0.3609,0.268,0.1061,0.0398
2022/10/19,487,quirk,28322,2794,0,3,23,39,24,9,2,100,2,0,0,3,0,0,2,2,18,2.321928094887362,36.75204299588174,3.780776406404415,7,0,0,0.037883008,0.002785515,0.060724234,0.008356546,0,0.2799949765205383,2.614053436878379,-0.603607118,4.2299999999999995,1.1885291590772566,4.3809,0.0,0.0107,0.1321,0.4222,0.344,0.0826,0.0084,24.83615815386771,5.296,3.318,-23.16338310617024,4.7995,0.0,0.0065,0.0803,0.3031,0.376,0.1855,0.0486,4.2999,0.0,0.0153,0.1486,0.4382,0.3231,0.0684,0.0064
2022/10/18,486,exist,28612,2805,0,5,24,38,23,8,1,99,1,1,0,3,0,0,1,2,12,2.321928094887362,27.99632411067194,4.451415872075787,0,0,0,0.056935933,0.003899721,0.070752089,0.013927577,7,0.5200706571340561,4.461508576203267,-0.741874337,4.1,-1.692298293,4.3854,0.0,0.013,0.1281,0.4228,0.3431,0.0826,0.0104,26.391747811061123,4.708,7.042,-22.66919303611001,4.782,0.0001,0.007,0.0715,0.303,0.4053,0.1768,0.0363,4.1009,0.0002,0.0263,0.2,0.4607,0.2735,0.0373,0.002
2022/10/17,485,stein,31269,2965,1,12,34,32,16,5,1,101,0,0,0,3,0,0,2,2,5,2.321928094887362,16.53898702959445,3.247676196228642,6,0,0,0.065961003,0.04902507,0.074651811,0.038997214,0,0.3725675672292709,3.484958740498922,-1.143468142,3.71,0.5780690223118133,4.4945,0.0001,0.0142,0.1486,0.3592,0.3179,0.1261,0.0339,20.397354670230825,7.556,8.362,-26.710870713553685,4.9892,0.0001,0.008,0.0914,0.2654,0.3066,0.1952,0.1333,4.2384,0.0003,0.0217,0.2029,0.4237,0.2483,0.072,0.0311
2022/10/16,484,spade,30459,2854,1,8,29,36,19,6,1,100,0,0,1,3,0,0,1,2,8,2.321928094887362,19.56344495022371,5.029410721608992,11,0,0,0.061169916,0.030083565,0.1036211699164346,0.022284123,0,0.2988621354103088,3.367381104,-0.955235839,3.879999999999999,1.064111679691124,4.9984,0.0001,0.014,0.0902,0.2291,0.3183,0.2463,0.102,21.03563969308689,8.286,6.676,-25.772434593743103,5.391,0.0,0.0059,0.0584,0.1792,0.2716,0.2651,0.2198,4.7459,0.0005,0.014,0.1016,0.2799,0.3708,0.1934,0.0398
2022/10/15,483,catch,30403,3123,0,7,18,20,15,16,23,99,0,0,0,4,0,0,1,3,12,1.921928094887362,16.56361520058888,3.087469597008005,14,0,0,0.055821727,0.038997214,0.074094708,0.036211699,1,0.4314513266086578,5.131437871615297,0.5416262149810791,5.35,-0.242791629,5.5665,0.0001,0.0084,0.0668,0.1679,0.2101,0.1998,0.3469,20.380222112715337,7.638,5.776,-29.25495298329323,5.9351,0.0,0.0049,0.0376,0.1183,0.1715,0.1921,0.4756,5.1321,0.0001,0.0133,0.1032,0.1961,0.2697,0.2603,0.1573
2022/10/14,482,floor,28906,2752,0,3,23,44,24,6,0,100,0,0,0,3,0,1,2,2,8,1.921928094887362,12.68411815635345,2.75,3,0,0,0.060724234,0.018384401,0.092479109,0.04735376,2,0.4651328563690186,5.002205406405222,-0.752657413,4.07,-0.717931081,4.6639,0.0,0.0097,0.0985,0.3242,0.3818,0.1574,0.0284,21.493091770737628,6.076,5.454,-27.000308976739365,5.1067,0.0001,0.0059,0.0623,0.2206,0.3481,0.256,0.107,4.2188,0.0,0.0219,0.1815,0.4231,0.309,0.0584,0.0061
2022/10/13,481,equal,27197,2677,0,5,23,35,25,11,2,101,1,1,0,2,0,0,2,1,14,2.321928094887362,50.95208141321045,5.520690632574555,0,0,0,0.058384401,0.002785515,0.052924791,0.005571031,0,0.4348772794008255,4.126254845825993,-0.608594298,4.24,0.1671742302049047,4.4113,0.0001,0.0132,0.1303,0.3899,0.3728,0.0856,0.0081,27.766671714545055,5.02,5.552,-18.36067565110467,4.8852,0.0001,0.0074,0.0745,0.267,0.3936,0.191,0.0664,4.2746,0.0001,0.0202,0.1619,0.4203,0.3305,0.0543,0.0127
2022/10/12,480,ionic,29151,2947,0,2,13,25,28,21,11,100,0,1,0,2,0,0,2,1,7,1.921928094887362,29.19132139812447,3.204785801836171,6,0,0,0.055264624,0.039554318,0.062395543,0.013927577,1,0.3821001917123794,2.246076651583785,0.2348832488059998,5.08,0.082649199,4.9405,0.0001,0.0106,0.0786,0.2613,0.3423,0.223,0.0841,22.085922694268007,6.728,6.196,-25.656010715649025,5.4199,0.0,0.0049,0.0455,0.1736,0.288,0.2768,0.2112,4.7563,0.0006,0.0103,0.092,0.2922,0.3805,0.183,0.0414
2022/10/11,479,valid,28575,2752,0,4,28,38,21,8,1,100,1,0,0,3,0,0,1,1,9,2.321928094887362,28.15201690821256,4.418877684033565,2,0,0,0.050362117,0.013927577,0.059052925,0.016713092,0,0.4021262943744659,3.509318086358366,-0.791073322,4.0600000000000005,0.383147129,4.9813,0.0001,0.0151,0.1012,0.2476,0.2911,0.2128,0.1321,20.060349743057397,7.842,4.88,-28.88708596947072,5.4888,0.0,0.0056,0.0562,0.1694,0.2576,0.235,0.2762,4.573,0.0001,0.0197,0.1668,0.3149,0.2804,0.1552,0.0629
2022/10/10,478,enjoy,26878,2654,0,3,12,29,33,20,3,100,1,1,0,3,1,0,1,2,15,2.321928094887362,88.89236494597839,2.563958203834218,1,0,0,0.052367688,0.002228412,0.052367688,0.002785515,1,0.4633942902088165,4.917455223569368,-0.162037849,4.699999999999999,-0.453436116,4.565,0.0001,0.0186,0.1287,0.3185,0.3594,0.1523,0.0224,25.926038706820258,5.108,5.816,-17.598982971036094,4.8954,0.0001,0.0098,0.0933,0.2497,0.3546,0.2235,0.069,4.07,0.0003,0.032,0.2143,0.4394,0.2801,0.0326,0.0013
2022/10/9,477,howdy,28408,2668,0,2,13,32,32,17,4,100,0,0,0,4,1,0,1,3,15,2.321928094887362,32.73542198697661,3.684692220677464,3,0,0,0.038774373,0.016713092,0.06908078,0.013927577,1,0.3646355539560318,4.114655787447564,-0.146605492,4.69,0.1978179017006658,5.0807,0.0001,0.0101,0.0785,0.222,0.3212,0.2458,0.1223,22.07118872969295,6.792,4.436,-24.36302438600989,5.4724,0.0,0.0058,0.0494,0.17,0.2719,0.2472,0.2557,4.7706,0.0002,0.0122,0.1243,0.2897,0.309,0.1829,0.0817
2022/10/8,476,vigor,26905,2642,0,2,15,35,31,14,2,99,1,0,0,3,0,0,1,1,9,2.321928094887362,29.34114155807251,4.189379810196405,3,0,0,0.049582173,0.013927577,0.050139276,0.016713092,0,0.3772634267807007,2.634256822966666,-0.331434369,4.5,0.5471026742594334,4.6277,0.0,0.0147,0.1182,0.3164,0.3564,0.164,0.0303,22.21499410664822,5.414,4.694,-26.383671600982293,5.039,0.0,0.0066,0.0746,0.2331,0.3423,0.2457,0.0977,4.6455,0.0002,0.0152,0.1318,0.3038,0.3401,0.1585,0.0504
2022/10/7,475,dandy,29026,2840,0,2,11,23,29,24,11,100,0,0,0,4,1,0,1,3,10,1.921928094887362,21.04121191955043,3.355893708482386,12,0,0,0.046350975,0.030083565,0.077994429,0.022284123,0,0.3092639803886413,3.644016660255823,0.3081164360046387,5.17,0.9955178155735586,5.9986,0.0,0.0045,0.0355,0.1022,0.1701,0.1901,0.4976,18.31566276514002,9.142,5.078,-31.772550560049805,6.3099,0.0001,0.0029,0.0217,0.0701,0.1171,0.1437,0.6444,5.7935,0.0002,0.0065,0.048,0.1319,0.1956,0.1939,0.4239
2022/10/6,474,sloth,32522,2987,1,10,38,34,13,3,0,99,0,0,0,4,0,0,1,2,8,2.321928094887362,10.80262620603797,3.353553390593274,5,0,0,0.059387187,0.038997214,0.1058495821727019,0.055710306,0,0.3721873253583908,3.166895406,-1.286855221,3.5700000000000003,0.5805764870238225,4.3328,0.0001,0.0169,0.171,0.3967,0.3063,0.0954,0.0136,20.8423160141966,7.144,6.604,-26.31366444042973,4.8342,0.0001,0.0098,0.0985,0.2915,0.336,0.1757,0.0884,4.2557,0.0004,0.0198,0.1996,0.4062,0.2719,0.0821,0.02
2022/10/5,473,marsh,30935,2885,0,9,30,35,19,6,1,100,0,0,0,4,0,0,1,3,10,2.321928094887362,15.5294697,3.870277041991597,3,0,0,0.05637883,0.030640669,0.072423398,0.055710306,0,0.3445796221494674,3.547106647247766,-0.978369951,3.879999999999999,0.7626325594278683,4.5754,0.0003,0.0152,0.1416,0.3356,0.3123,0.149,0.046,19.126054018356392,8.314,5.798,-30.75640450853257,5.3609,0.0002,0.0068,0.063,0.1944,0.2682,0.2323,0.2351,4.5057,0.0002,0.0194,0.1674,0.339,0.293,0.1235,0.0575
2022/10/4,472,bough,32014,3060,0,3,17,35,28,13,3,99,0,0,0,3,0,0,2,2,11,2.321928094887362,15.63962885154062,2.427050983124842,12,0,0,0.038885794,0.017270195,0.075208914,0.044568245,0,0.3097126334905624,2.495954124800384,-0.375775456,4.460000000000001,0.9925592202500167,5.0805,0.0,0.0099,0.0986,0.2576,0.263,0.1768,0.1941,21.533442451505948,6.598,3.934,-25.677850696967763,5.438,0.0,0.0071,0.0593,0.2026,0.2468,0.1879,0.2963,5.8751,0.0001,0.0101,0.0679,0.158,0.1091,0.11,0.5448
2022/10/3,471,sting,32288,2969,1,10,30,33,18,8,2,102,0,0,0,4,0,0,1,2,6,2.321928094887362,21.18691406632583,2.601229586821916,10,0,0,0.051142061,0.028412256,0.079108635,0.019498607,0,0.2808550387620926,3.846928590722779,-0.933942854,3.92,1.1828575697916337,4.8869,0.0001,0.011,0.1031,0.2753,0.307,0.2052,0.0983,22.95597609508192,6.128,6.226,-28.453432792024525,5.2751,0.0,0.0057,0.0628,0.2119,0.2883,0.2329,0.1984,4.4584,0.0,0.0224,0.1669,0.3467,0.2948,0.1323,0.0369
2022/10/2,470,twine,30088,2775,0,6,28,40,20,5,1,100,0,0,1,3,0,0,1,2,8,2.321928094887362,19.73691828719226,3.858494600052545,11,0,0,0.059498607,0.016713092,0.099721448,0.016713092,0,0.3587000489234924,2.768955396864123,-0.888002694,3.95,0.6695169018270211,4.7425,0.0001,0.0125,0.1072,0.3049,0.3327,0.1855,0.0571,21.71075414147881,7.244,7.568,-25.8593550631302,5.1964,0.0,0.0064,0.0698,0.2222,0.3093,0.2072,0.1851,4.6242,0.0005,0.0111,0.117,0.3177,0.3736,0.149,0.0311
